,Edge,Capacity
1407,"('Szczecin Główny_o', 'Szczecin Dąbie_i')",2
1408,"('Piotrków Trybunalski_o', 'Radomsko_i')",1
1409,"('Piła Główna_i', 'Piła Główna_o')",2
1410,"('Osowiec_o', 'Mońki_i')",1
1411,"('Sokółka_o', 'Dąbrowa Białostocka_i')",1
1412,"('Mostiska II_i', 'Mostiska II_o')",0
1413,"('Świdnica Miasto_o', 'Dzierżoniów Śląski_i')",1
1414,"('Poronin_o', 'Zakopane_i')",1
1415,"('Janowice Wielkie_i', 'Janowice Wielkie_o')",1
1416,"('Kalisz_o', 'Pleszew_i')",1
1417,"('Wrocław Główny_o', 'Wrocław Mikołajów_i')",1
1418,"('Zielona Góra Główna_i', 'Zielona Góra Główna_o')",1
1419,"('Rzeszów Zachodni_o', 'Kolbuszowa_i')",1
1420,"('Aleksandrów Kujawski_i', 'Aleksandrów Kujawski_o')",1
1421,"('Białystok Zielone Wzgórza_o', 'Mońki_i')",1
1422,"('Kutno_o', 'Łęczyca_i')",2
1423,"('Skwierzyna_o', 'Międzyrzecz_i')",1
1424,"('Mońki_o', 'Osowiec_i')",1
1425,"('Leżajsk_o', 'Nowa Sarzyna_i')",1
1426,"('Piotrków Trybunalski_o', 'Koluszki_i')",1
1427,"('Bohumín_o', 'Chałupki_i')",1
1428,"('Parczew_o', 'Lubartów_i')",1
1429,"('Działdowo_o', 'Nidzica_i')",1
1430,"('Łódź Widzew_o', 'Łódź Dąbrowa_i')",1
1431,"('Gogolin_o', 'Zdzieszowice_i')",1
1432,"('Ostrzeszów_o', 'Ostrów Wielkopolski_i')",1
1433,"('Szamotuły_o', 'Wronki_i')",1
1434,"('Malbork_o', 'Tczew_i')",3
1435,"('Swarzędz_o', 'Poznań Główny_i')",1
1436,"('Zgierz_o', 'Łódź\xa0Żabiniec_i')",1
1437,"('Siemiatycze_o', 'Nurzec_i')",1
1438,"('Ścinawa_i', 'Ścinawa_o')",1
1439,"('Żyrardów_i', 'Żyrardów_o')",1
1440,"('Gliwice_i', 'Gliwice_o')",2
1441,"('Olsztyn Zachodni_i', 'Olsztyn Zachodni_o')",1
1442,"('Nowa Ruda_o', 'Jedlina-Zdrój_i')",1
1443,"('Sosnowiec Główny_o', 'Zawiercie_i')",1
1444,"('Krzepice_o', 'Częstochowa Stradom_i')",1
1445,"('Wrocław Główny_o', 'Jaworzyna Śląska_i')",1
1446,"('Przysucha_i', 'Przysucha_o')",0
1447,"('Szczecin Główny_o', 'Gryfino_i')",1
1448,"('Chełm_o', 'Chełm Miasto_i')",1
1449,"('Wyrzysk Osiek_i', 'Wyrzysk Osiek_o')",1
1450,"('Warszawa Zachodnia (Peron 9)_i', 'Warszawa Zachodnia (Peron 9)_o')",2
1451,"('Hrubieszów Miasto_i', 'Hrubieszów Miasto_o')",0
1452,"('Strzelce Opolskie_o', 'Pyskowice_i')",1
1453,"('Krzepice_o', 'Wieluń_i')",1
1454,"('Warka_o', 'Piaseczno_i')",1
1455,"('Wrocław Główny_o', 'Wałbrzych Miasto_i')",1
1456,"('Olsztyn Zachodni_o', 'Olsztyn Główny_i')",2
1457,"('Biała Piska_o', 'Pisz_i')",1
1458,"('Rzepin_o', 'Zielona Góra Główna_i')",1
1459,"('Stróże_o', 'Grybów_i')",1
1460,"('Łódź Chojny_o', 'Łódź Kaliska_i')",1
1461,"('Oborniki Śląskie_i', 'Oborniki Śląskie_o')",1
1462,"('Gliwice_o', 'Strzelce Opolskie_i')",1
1463,"('Trzcianka_o', 'Wieleń_i')",1
1464,"('Iława Główna_o', 'Jabłonowo Pomorskie_i')",1
1465,"('Wrocław Główny_o', 'Leszno_i')",1
1466,"('Trakiszki_o', 'Suwałki_i')",1
1467,"('Kalisz Pomorski_o', 'Tuczno Krajeńskie_i')",1
1468,"('Nowy Sącz_o', 'Stary Sącz_i')",1
1469,"('Zawiercie_o', 'Włoszczowa_i')",1
1470,"('Opoczno Południe_i', 'Opoczno Południe_o')",1
1471,"('Łowicz Główny_o', 'Żychlin_i')",1
1472,"('Gdańsk Główny_o', 'Tczew_i')",3
1473,"('Kaliska_i', 'Kaliska_o')",0
1474,"('Gorzów Wielkopolski_o', 'Skwierzyna_i')",1
1475,"('Rybnik_o', 'Wodzisław Śląski_i')",1
1476,"('Kępno_o', 'Ostrzeszów_i')",1
1477,"('Mogilno_o', 'Gniezno_i')",2
1478,"('Opole Główne_o', 'Gliwice_i')",1
1479,"('Wołomin_o', 'Tłuszcz_i')",1
1480,"('Solec Kujawski_o', 'Bydgoszcz Wschód_i')",1
1481,"('Warszawa Wschodnia_o', 'Działdowo_i')",1
1482,"('Maków Podhalański_o', 'Sucha Beskidzka Zamek_i')",1
1483,"('Mińsk Mazowiecki_i', 'Mińsk Mazowiecki_o')",1
1484,"('Gogolin_i', 'Gogolin_o')",1
1485,"('Toruń Miasto_o', 'Toruń Wschodni_i')",1
1486,"('Ostrów Wielkopolski_i', 'Ostrów Wielkopolski_o')",2
1487,"('Kędzierzyn Koźle_o', 'Gliwice_i')",1
1488,"('Janowice Wielkie_o', 'Sędzisław_i')",1
1489,"('Kutno_o', 'Warszawa Zachodnia_i')",1
1490,"('Radom Główny_o', 'Pionki Zachodnie_i')",1
1491,"('Słupsk_o', 'Koszalin_i')",1
1492,"('Warszawa Centralna_o', 'Warszawa Wschodnia_i')",3
1493,"('Radomsko_o', 'Gorzkowice_i')",1
1494,"('Żary_i', 'Żary_o')",1
1495,"('Tczew_o', 'Gdańsk Główny_i')",3
1496,"('Kostrzyn_o', 'Witnica_i')",1
1497,"('Mieszkowice_i', 'Mieszkowice_o')",0
1498,"('Oświęcim_o', 'Chrzanów Śródmieście_i')",1
1499,"('Częstochowa Stradom_o', 'Gliwice_i')",1
1500,"('Międzyrzec Podlaski_o', 'Biała Podlaska_i')",1
1501,"('Gryfino_i', 'Gryfino_o')",1
1502,"('Świdwin_o', 'Białogard_i')",1
1503,"('Laskowice Pomorskie_o', 'Tczew_i')",1
1504,"('Zdzieszowice_o', 'Kędzierzyn Koźle_i')",1
1505,"('Runowo Pomorskie_i', 'Runowo Pomorskie_o')",0
1506,"('Sochaczew_o', 'Warszawa Gdańska_i')",1
1507,"('Jędrzejów_o', 'Kielce_i')",1
1508,"('Częstochowa_o', 'Myszków_i')",1
1509,"('Sławno_i', 'Sławno_o')",1
1510,"('Chałupki_o', 'Racibórz_i')",1
1511,"('Świdnica Miasto_o', 'Jaworzyna Śląska_i')",1
1512,"('Leszno_o', 'Wrocław Główny_i')",1
1513,"('Lublin Zachodni_o', 'Nałęczów_i')",2
1514,"('Krzeszowice_o', 'Kraków Główny_i')",2
1515,"('Łódź Pabianicka_o', 'Łódź Chojny_i')",1
1516,"('Koszalin_o', 'Ustronie Morskie_i')",1
1517,"('Warszawa Zachodnia_o', 'Kutno_i')",2
1518,"('Bielsk Podlaski_i', 'Bielsk Podlaski_o')",1
1519,"('Suwałki_o', 'Trakiszki_i')",1
1520,"('Piotrków Trybunalski_o', 'Łódź Widzew_i')",1
1521,"('Częstochowa_o', 'Częstochowa Stradom_i')",1
1522,"('Łask_i', 'Łask_o')",1
1523,"('Białystok Zielone Wzgórza_o', 'Łapy_i')",1
1524,"('Jahodyn_i', 'Jahodyn_o')",0
1525,"('Frankfurt (Oder)_i', 'Frankfurt (Oder)_o')",0
1526,"('Łódź Pabianicka_o', 'Łódź Kaliska_i')",1
1527,"('Małomice_o', 'Rokitki_i')",1
1528,"('Trzebinia_o', 'Krzeszowice_i')",2
1529,"('Łapy_i', 'Łapy_o')",0
1530,"('Świdnik Miasto_o', 'Trawniki_i')",1
1531,"('Sanok_i', 'Sanok_o')",0
1532,"('Sochaczew_o', 'Warszawa Zachodnia_i')",2
1533,"('Bydgoszcz Wschód_o', 'Bydgoszcz Leśna_i')",1
1534,"('Racibórz_o', 'Rybnik_i')",1
1535,"('Kamieniec Ząbkowicki_o', 'Paczków_i')",1
1536,"('Stargard_o', 'Chociwel_i')",1
1537,"('Międzyrzecz_o', 'Zbąszynek_i')",1
1538,"('Stalowa Wola Charzewice_i', 'Stalowa Wola Charzewice_o')",0
1539,"('Wieruszów Miasto_o', 'Wieluń_i')",1
1540,"('Witnica_o', 'Gorzów Wielkopolski_i')",1
1541,"('Warszawa Zachodnia_o', 'Zawiercie_i')",1
1542,"('Wąbrzeźno_o', 'Jabłonowo Pomorskie_i')",1
1543,"('Jastrowie_o', 'Szczecinek_i')",1
1544,"('Warszawa Zachodnia_o', 'Sosnowiec Główny_i')",1
1545,"('Czersk_i', 'Czersk_o')",0
1546,"('Stalowa Wola Rozwadów_i', 'Stalowa Wola Rozwadów_o')",1
1547,"('Gdańsk Oliwa_o', 'Sopot_i')",2
1548,"('Czechowice-Dziedzice_o', 'Żory_i')",1
1549,"('Koło_i', 'Koło_o')",1
1550,"('Kłodzko Miasto_o', 'Kłodzko Główne_i')",1
1551,"('Chabówka Stadion_o', 'Maków Podhalański_i')",1
1552,"('Chojnów_i', 'Chojnów_o')",0
1553,"('Wejherowo_o', 'Lębork_i')",1
1554,"('Stalowa Wola Rozwadów_o', 'Sandomierz_i')",1
1555,"('Tczew_o', 'Pelplin_i')",1
1556,"('Bydgoszcz Główna_o', 'Bydgoszcz Leśna_i')",1
1557,"('Giżycko_i', 'Giżycko_o')",0
1558,"('Dorohusk_o', 'Chełm_i')",1
1559,"('Racibórz_o', 'Kuźnia Raciborska_i')",1
1560,"('Kalisz Pomorski_i', 'Kalisz Pomorski_o')",0
1561,"('Żegiestów Zdrój_o', 'Muszyna_i')",1
1562,"('Kutno_o', 'Łowicz Główny_i')",1
1563,"('Łuków_o', 'Radzyń Podlaski_i')",1
1564,"('Płock_o', 'Gostynin_i')",1
1565,"('Będzin Miasto_i', 'Będzin Miasto_o')",0
1566,"('Kwidzyn_i', 'Kwidzyn_o')",0
1567,"('Przemyśl Zasanie_i', 'Przemyśl Zasanie_o')",0
1568,"('Puławy Miasto_o', 'Nałęczów_i')",1
1569,"('Dębica_i', 'Dębica_o')",1
