,Edge,Capacity
1404,"('Zbąszyń_o', 'Zbąszynek_i')",1
1405,"('Świdwin_o', 'Białogard_i')",1
1406,"('Wrocław Główny_o', 'Legnica_i')",1
1407,"('Paczków_i', 'Paczków_o')",0
1408,"('Osowiec_i', 'Osowiec_o')",0
1409,"('Smętowo_o', 'Tczew_i')",1
1410,"('Łowicz Główny_o', 'Kutno_i')",1
1411,"('Radomsko_i', 'Radomsko_o')",1
1412,"('Sochaczew_o', 'Warszawa Gdańska_i')",1
1413,"('Kraków Główny_o', 'Bochnia_i')",1
1414,"('Sędzisław_o', 'Wałbrzych Główny_i')",1
1415,"('Opole Główne_o', 'Gogolin_i')",1
1416,"('Petrovice u Karviné_i', 'Petrovice u Karviné_o')",0
1417,"('Stargard_o', 'Chociwel_i')",1
1418,"('Zamość Wschód_i', 'Zamość Wschód_o')",0
1419,"('Hajnówka_o', 'Czeremcha_i')",1
1420,"('Janowice Wielkie_i', 'Janowice Wielkie_o')",1
1421,"('Częstochowa_o', 'Radomsko_i')",2
1422,"('Skarżysko Kościelne_o', 'Starachowice Wschodnie_i')",1
1423,"('Wronki_o', 'Krzyż_i')",1
1424,"('Koszalin_o', 'Słupsk_i')",1
1425,"('Stalowa Wola Rozwadów_o', 'Biłgoraj_i')",1
1426,"('Opole Główne_o', 'Strzelce Opolskie_i')",1
1427,"('Racibórz_o', 'Kuźnia Raciborska_i')",1
1428,"('Wieleń_o', 'Trzcianka_i')",1
1429,"('Kalisz Pomorski_o', 'Tuczno Krajeńskie_i')",1
1430,"('Strzelce Opolskie_o', 'Opole Główne_i')",1
1431,"('Zebrzydowice_o', 'Petrovice u Karviné_i')",1
1432,"('Włoszczowa_i', 'Włoszczowa_o')",2
1433,"('Nurzec_i', 'Nurzec_o')",1
1434,"('Zaklików_o', 'Stalowa Wola Rozwadów_i')",1
1435,"('Kwidzyn_i', 'Kwidzyn_o')",0
1436,"('Warszawa Zachodnia_o', 'Kraków Główny_i')",3
1437,"('Babiak_i', 'Babiak_o')",0
1438,"('Głogów_i', 'Głogów_o')",1
1439,"('Kuźnia Raciborska_i', 'Kuźnia Raciborska_o')",1
1440,"('Radom Gołębiów_i', 'Radom Gołębiów_o')",0
1441,"('Tarnów_o', 'Tuchów_i')",1
1442,"('Środa Wielkopolska_o', 'Poznań Główny_i')",1
1443,"('Warszawa Gdańska_o', 'Działdowo_i')",1
1444,"('Żagań_o', 'Małomice_i')",1
1445,"('Frankfurt (Oder)_o', 'Rzepin_i')",1
1446,"('Łódź Widzew_o', 'Łódź Dąbrowa_i')",1
1447,"('Leżajsk_i', 'Leżajsk_o')",1
1448,"('Zawiercie_o', 'Sosnowiec Główny_i')",1
1449,"('Katowice_o', 'Kraków Główny_i')",1
1450,"('Łódź Pabianicka_o', 'Łódź Chojny_i')",1
1451,"('Łódź Widzew_o', 'Piotrków Trybunalski_i')",1
1452,"('Pasłęk_o', 'Elbląg_i')",1
1453,"('Łódź Chojny_o', 'Łódź Widzew_i')",1
1454,"('Legnica_o', 'Chojnów_i')",1
1455,"('Kalisz_i', 'Kalisz_o')",0
1456,"('Wieruszów Miasto_i', 'Wieruszów Miasto_o')",0
1457,"('Zawada_o', 'Zamość_i')",1
1458,"('Gdynia Główna_i', 'Gdynia Główna_o')",2
1459,"('Nowy Targ_i', 'Nowy Targ_o')",1
1460,"('Jasło_i', 'Jasło_o')",1
1461,"('Złotów_o', 'Lipka Krajeńska_i')",1
1462,"('Kędzierzyn Koźle_o', 'Gliwice_i')",1
1463,"('Rybnik_o', 'Tychy_i')",1
1464,"('Międzyrzecz_o', 'Skwierzyna_i')",1
1465,"('Głogów_o', 'Ścinawa_i')",1
1466,"('Szamotuły_i', 'Szamotuły_o')",1
1467,"('Gdańsk Główny_i', 'Gdańsk Główny_o')",3
1468,"('Przysucha_o', 'Drzewica_i')",1
1469,"('Ostrowiec Świętokrzyski_o', 'Starachowice Wschodnie_i')",1
1470,"('Kędzierzyn Koźle_o', 'Głogówek_i')",1
1471,"('Kamieniec Ząbkowicki_o', 'Paczków_i')",1
1472,"('Tczew_o', 'Malbork_i')",2
1473,"('Warszawa Gdańska_o', 'Zawiercie_i')",1
1474,"('Nowy Targ_o', 'Zakopane_i')",1
1475,"('Krzyż_o', 'Wronki_i')",1
1476,"('Kielce_i', 'Kielce_o')",2
1477,"('Wrocław Główny_o', 'Oborniki Śląskie_i')",1
1478,"('Zbąszynek_o', 'Zbąszyń_i')",1
1479,"('Zakopane_o', 'Poronin_i')",1
1480,"('Starogard Gdański_i', 'Starogard Gdański_o')",0
1481,"('Zaklików_o', 'Stalowa Wola Charzewice_i')",1
1482,"('Wronki_i', 'Wronki_o')",1
1483,"('Łobez_o', 'Runowo Pomorskie_i')",1
1484,"('Piotrków Kujawski_o', 'Babiak_i')",1
1485,"('Mockava_o', 'Trakiszki_i')",1
1486,"('Opole Główne_o', 'Kędzierzyn Koźle_i')",1
1487,"('Tczew_o', 'Pelplin_i')",1
1488,"('Inowrocław_o', 'Mogilno_i')",2
1489,"('Węgliniec_o', 'Pieńsk_i')",1
1490,"('Jaworzno Szczakowa_o', 'Zawiercie_i')",1
1491,"('Bochnia_i', 'Bochnia_o')",0
1492,"('Gorzów Wielkopolski Wschodni_o', 'Gorzów Wielkopolski_i')",1
1493,"('Ząbkowice Śląskie_o', 'Kamieniec Ząbkowicki_i')",1
1494,"('Ziębice_i', 'Ziębice_o')",0
1495,"('Nasielsk_o', 'Nowy Dwór Mazowiecki_i')",1
1496,"('Koszalin_o', 'Ustronie Morskie_i')",1
1497,"('Zarszyn_i', 'Zarszyn_o')",0
1498,"('Złotów_i', 'Złotów_o')",0
1499,"('Dorohusk_o', 'Jahodyn_i')",1
1500,"('Piła Główna_i', 'Piła Główna_o')",2
1501,"('Żegiestów Zdrój_i', 'Żegiestów Zdrój_o')",1
1502,"('Czarna Woda_i', 'Czarna Woda_o')",0
1503,"('Katowice_o', 'Tychy_i')",2
1504,"('Pasłęk_i', 'Pasłęk_o')",1
1505,"('Sieradz_o', 'Kalisz_i')",2
1506,"('Białogard_o', 'Świdwin_i')",1
1507,"('Olsztyn Główny_o', 'Olsztyn Zachodni_i')",2
1508,"('Piła Główna_o', 'Wyrzysk Osiek_i')",1
1509,"('Rogoźno Wielkopolskie_o', 'Chodzież_i')",1
1510,"('Chodzież_o', 'Piła Główna_i')",1
1511,"('Kamieniec Ząbkowicki_o', 'Ząbkowice Śląskie_i')",1
1512,"('Radzyń Podlaski_o', 'Parczew_i')",1
1513,"('Chojna_o', 'Mieszkowice_i')",1
1514,"('Gryfino_o', 'Chojna_i')",1
1515,"('Zgorzelec Miasto_o', 'Zgorzelec_i')",1
1516,"('Siedlce_o', 'Niemojki_i')",1
1517,"('Chełm_o', 'Chełm Miasto_i')",1
1518,"('Leszno_o', 'Rawicz_i')",1
1519,"('Stargard_o', 'Recz Pomorski_i')",1
1520,"('Miechów_o', 'Kraków Główny_i')",3
1521,"('Strzelce Krajeńskie Wschód_i', 'Strzelce Krajeńskie Wschód_o')",0
1522,"('Chojnice_o', 'Czersk_i')",1
1523,"('Lębork_o', 'Słupsk_i')",2
1524,"('Grudziądz_o', 'Jabłonowo Pomorskie_i')",1
1525,"('Konin_o', 'Kutno_i')",1
1526,"('Milicz_o', 'Oleśnica Rataje_i')",1
1527,"('Paczków_o', 'Kamieniec Ząbkowicki_i')",1
1528,"('Zamość Starówka_o', 'Zamość_i')",1
1529,"('Bobowa Miasto_o', 'Bogoniowice Ciężkowice_i')",1
1530,"('Bydgoszcz Główna_o', 'Laskowice Pomorskie_i')",1
1531,"('Łask_o', 'Zduńska Wola_i')",1
1532,"('Płock_o', 'Gostynin_i')",1
1533,"('Warka_o', 'Radom Gołębiów_i')",1
1534,"('Żyrardów_o', 'Warszawa Zachodnia_i')",3
1535,"('Siedlce_o', 'Siedlce Zachodnie_i')",1
1536,"('Gdańsk Oliwa_o', 'Gdańsk Wrzeszcz_i')",1
1537,"('Konin_o', 'Słupca_i')",1
1538,"('Trzebinia_o', 'Jaworzno Szczakowa_i')",2
1539,"('Bydgoszcz Wschód_o', 'Solec Kujawski_i')",2
1540,"('Bardo Śląskie_o', 'Kamieniec Ząbkowicki_i')",1
1541,"('Częstochowa Stradom_o', 'Lubliniec_i')",2
1542,"('Kutno_o', 'Konin_i')",1
1543,"('Warszawa Centralna_o', 'Warszawa Zachodnia_i')",2
1544,"('Wysoka Kamieńska_o', 'Międzyzdroje_i')",1
1545,"('Krzeszowice_o', 'Kraków Główny_i')",2
1546,"('Muszyna Zdrój_o', 'Krynica Zdrój_i')",1
1547,"('Chałupki_i', 'Chałupki_o')",1
1548,"('Strzelin_i', 'Strzelin_o')",0
1549,"('Tarnobrzeg_i', 'Tarnobrzeg_o')",0
1550,"('Goleniów_i', 'Goleniów_o')",1
1551,"('Maków Podhalański_i', 'Maków Podhalański_o')",0
1552,"('Opalenica_o', 'Nowy Tomyśl_i')",1
1553,"('Kępno_o', 'Ostrzeszów_i')",1
1554,"('Leszno_o', 'Wrocław Główny_i')",1
1555,"('Chojnów_o', 'Legnica_i')",1
1556,"('Łódź Kaliska_o', 'Łódź Pabianicka_i')",1
1557,"('Lublin Główny_o', 'Świdnik Miasto_i')",1
1558,"('Żychlin_i', 'Żychlin_o')",0
1559,"('Grodzisk Mazowiecki_o', 'Żyrardów_i')",1
1560,"('Pleszew_o', 'Jarocin_i')",1
1561,"('Zduńska Wola_o', 'Sieradz_i')",1
1562,"('Przemyśl Zasanie_o', 'Radymno_i')",1
1563,"('Ruciane Nida_o', 'Pisz_i')",1
1564,"('Łuków_o', 'Siedlce_i')",2
1565,"('Radom Główny_o', 'Pionki Zachodnie_i')",1
1566,"('Wołomin_o', 'Tłuszcz_i')",1
1567,"('Warszawa Wschodnia_i', 'Warszawa Wschodnia_o')",4
1568,"('Ostrów Wielkopolski_i', 'Ostrów Wielkopolski_o')",2
1569,"('Rzeszów Zachodni_i', 'Rzeszów Zachodni_o')",0
